wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,direction
200,600,200,200,,,,,1.0,0.0,0.0,0.0,2
208,600,192,200,,,,,1.0,0.0,0.0,0.0,2
216,600,184,200,,,,,1.0,0.0,0.0,0.0,2
224,600,176,200,,,,,1.0,0.0,0.0,0.0,2
232,600,168,200,,,,,1.0,0.0,0.0,0.0,3
232,608,168,192,,,,,0.0,1.0,0.0,0.0,3
232,616,168,184,,,,,0.0,1.0,0.0,0.0,3
232,624,168,176,,,,,0.0,1.0,0.0,0.0,3
232,632,168,168,,,,,0.0,1.0,0.0,0.0,3
232,640,168,160,,,,,0.0,1.0,0.0,0.0,3
232,648,168,152,,,,,0.0,1.0,0.0,0.0,3
232,656,168,144,,,,,0.0,1.0,0.0,0.0,3
232,664,168,136,,,,,0.0,1.0,0.0,0.0,3
232,672,168,128,,,,,0.0,1.0,0.0,0.0,3
232,680,168,120,,,,,0.0,1.0,0.0,0.0,3
232,688,168,112,,,,,0.0,1.0,0.0,0.0,3
232,696,168,104,,,,,0.0,1.0,0.0,0.0,0
224,696,176,104,,,,,0.0,0.0,1.0,0.0,0
216,696,184,104,,,,,0.0,0.0,1.0,0.0,0
208,696,192,104,,,,,0.0,0.0,1.0,0.0,0
200,696,200,104,,,,,0.0,0.0,1.0,0.0,0
192,696,208,104,,,,,0.0,0.0,1.0,0.0,0
184,696,216,104,,,,,0.0,0.0,1.0,0.0,0
176,696,224,104,,,,,0.0,0.0,1.0,0.0,0
168,696,232,104,,,,,0.0,0.0,1.0,0.0,0
160,696,240,104,,,,,0.0,0.0,1.0,0.0,0
152,696,248,104,,,,,0.0,0.0,1.0,0.0,0
144,696,256,104,,,,,0.0,0.0,1.0,0.0,0
136,696,264,104,,,,,0.0,0.0,1.0,0.0,0
128,696,272,104,,,,,0.0,0.0,1.0,0.0,0
120,696,280,104,,,,,0.0,0.0,1.0,0.0,0
112,696,288,104,,,,,0.0,0.0,1.0,0.0,0
104,696,296,104,,,,,0.0,0.0,1.0,0.0,0
96,696,304,104,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
96,688,304,112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,680,304,120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,672,304,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,664,304,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,656,304,144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,648,304,152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,640,304,160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,632,304,168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,624,304,176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,616,304,184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,608,304,192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,600,304,200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,592,304,208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,584,304,216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,576,304,224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,568,304,232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,560,304,240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,552,304,248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,544,304,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,536,304,264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,528,304,272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,520,304,280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,512,304,288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,504,304,296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,496,304,304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,488,304,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,480,304,320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,472,304,328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,464,304,336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,456,304,344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,448,304,352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,440,304,360,,,,,0.0,0.0,0.0,1.0,0
88,440,312,360,,,,,0.0,0.0,1.0,0.0,0
80,440,320,360,,,,,0.0,0.0,1.0,0.0,0
72,440,328,360,,,,,0.0,0.0,1.0,0.0,0
64,440,336,360,,,,,0.0,0.0,1.0,0.0,0
56,440,344,360,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
56,432,344,368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
56,424,344,376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
56,416,344,384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
56,408,344,392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
56,400,344,400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
56,392,344,408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
56,384,344,416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
56,376,344,424,,,,,0.0,0.0,0.0,1.0,2
64,376,336,424,,,,,1.0,0.0,0.0,0.0,2
72,376,328,424,,,,,1.0,0.0,0.0,0.0,2
80,376,320,424,,,,,1.0,0.0,0.0,0.0,2
88,376,312,424,,,,,1.0,0.0,0.0,0.0,2
96,376,304,424,,,,,1.0,0.0,0.0,0.0,2
104,376,296,424,,,,,1.0,0.0,0.0,0.0,2
112,376,288,424,,,,,1.0,0.0,0.0,0.0,2
120,376,280,424,,,,,1.0,0.0,0.0,0.0,2
128,376,272,424,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
128,368,272,432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,360,272,440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,352,272,448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,344,272,456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,336,272,464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,328,272,472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,320,272,480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,312,272,488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,304,272,496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,296,272,504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,288,272,512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,280,272,520,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,272,272,528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,264,272,536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,256,272,544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,248,272,552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,240,272,560,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,232,272,568,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,224,272,576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,216,272,584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,208,272,592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,200,272,600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,192,272,608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,184,272,616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,176,272,624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,168,272,632,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,160,272,640,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,152,272,648,,,,,0.0,0.0,0.0,1.0,0
120,152,280,648,,,,,0.0,0.0,1.0,0.0,0
112,152,288,648,,,,,0.0,0.0,1.0,0.0,3
112,160,288,640,,,,,0.0,1.0,0.0,0.0,3
112,168,288,632,,,,,0.0,1.0,0.0,0.0,3
112,176,288,624,,,,,0.0,1.0,0.0,0.0,3
112,184,288,616,,,,,0.0,1.0,0.0,0.0,3
112,192,288,608,,,,,0.0,1.0,0.0,0.0,3
112,200,288,600,,,,,0.0,1.0,0.0,0.0,3
112,208,288,592,,,,,0.0,1.0,0.0,0.0,3
112,216,288,584,,,,,0.0,1.0,0.0,0.0,3
112,224,288,576,,,,,0.0,1.0,0.0,0.0,3
112,232,288,568,,,,,0.0,1.0,0.0,0.0,3
112,240,288,560,,,,,0.0,1.0,0.0,0.0,3
112,248,288,552,,,,,0.0,1.0,0.0,0.0,3
112,256,288,544,,,,,0.0,1.0,0.0,0.0,3
112,264,288,536,,,,,0.0,1.0,0.0,0.0,3
112,272,288,528,,,,,0.0,1.0,0.0,0.0,3
112,280,288,520,,,,,0.0,1.0,0.0,0.0,3
112,288,288,512,,,,,0.0,1.0,0.0,0.0,3
112,296,288,504,,,,,0.0,1.0,0.0,0.0,3
112,304,288,496,,,,,0.0,1.0,0.0,0.0,3
112,312,288,488,,,,,0.0,1.0,0.0,0.0,3
112,320,288,480,,,,,0.0,1.0,0.0,0.0,3
112,328,288,472,,,,,0.0,1.0,0.0,0.0,3
112,336,288,464,,,,,0.0,1.0,0.0,0.0,3
112,344,288,456,,,,,0.0,1.0,0.0,0.0,3
112,352,288,448,,,,,0.0,1.0,0.0,0.0,3
112,360,288,440,,,,,0.0,1.0,0.0,0.0,3
112,368,288,432,,,,,0.0,1.0,0.0,0.0,3
112,376,288,424,,,,,0.0,1.0,0.0,0.0,3
112,384,288,416,,,,,0.0,1.0,0.0,0.0,3
112,392,288,408,,,,,0.0,1.0,0.0,0.0,3
112,400,288,400,,,,,0.0,1.0,0.0,0.0,3
112,408,288,392,,,,,0.0,1.0,0.0,0.0,3
112,416,288,384,,,,,0.0,1.0,0.0,0.0,3
112,424,288,376,,,,,0.0,1.0,0.0,0.0,3
112,432,288,368,,,,,0.0,1.0,0.0,0.0,3
112,440,288,360,,,,,0.0,1.0,0.0,0.0,3
112,448,288,352,,,,,0.0,1.0,0.0,0.0,3
112,456,288,344,,,,,0.0,1.0,0.0,0.0,3
112,464,288,336,,,,,0.0,1.0,0.0,0.0,3
112,472,288,328,,,,,0.0,1.0,0.0,0.0,3
112,480,288,320,,,,,0.0,1.0,0.0,0.0,3
112,488,288,312,,,,,0.0,1.0,0.0,0.0,3
112,496,288,304,,,,,0.0,1.0,0.0,0.0,3
112,504,288,296,,,,,0.0,1.0,0.0,0.0,3
112,512,288,288,,,,,0.0,1.0,0.0,0.0,3
112,520,288,280,,,,,0.0,1.0,0.0,0.0,3
112,528,288,272,,,,,0.0,1.0,0.0,0.0,3
112,536,288,264,,,,,0.0,1.0,0.0,0.0,3
112,544,288,256,,,,,0.0,1.0,0.0,0.0,3
112,552,288,248,,,,,0.0,1.0,0.0,0.0,3
112,560,288,240,,,,,0.0,1.0,0.0,0.0,3
112,568,288,232,,,,,0.0,1.0,0.0,0.0,3
112,576,288,224,,,,,0.0,1.0,0.0,0.0,3
112,584,288,216,,,,,0.0,1.0,0.0,0.0,3
112,592,288,208,,,,,0.0,1.0,0.0,0.0,3
112,600,288,200,,,,,0.0,1.0,0.0,0.0,3
112,608,288,192,,,,,0.0,1.0,0.0,0.0,3
112,616,288,184,,,,,0.0,1.0,0.0,0.0,3
112,624,288,176,,,,,0.0,1.0,0.0,0.0,3
112,632,288,168,,,,,0.0,1.0,0.0,0.0,3
112,640,288,160,,,,,0.0,1.0,0.0,0.0,3
112,648,288,152,,,,,0.0,1.0,0.0,0.0,3
112,656,288,144,,,,,0.0,1.0,0.0,0.0,3
112,664,288,136,,,,,0.0,1.0,0.0,0.0,0
104,664,296,136,,,,,0.0,0.0,1.0,0.0,0
96,664,304,136,,,,,0.0,0.0,1.0,0.0,0
88,664,312,136,,,,,0.0,0.0,1.0,0.0,0
80,664,320,136,,,,,0.0,0.0,1.0,0.0,0
72,664,328,136,,,,,0.0,0.0,1.0,0.0,0
64,664,336,136,,,,,0.0,0.0,1.0,0.0,0
56,664,344,136,,,,,0.0,0.0,1.0,0.0,0
48,664,352,136,,,,,0.0,0.0,1.0,0.0,0
40,664,360,136,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
40,656,360,144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,648,360,152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,640,360,160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,632,360,168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,624,360,176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,616,360,184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,608,360,192,,,,,0.0,0.0,0.0,1.0,0
32,608,368,192,,,,,0.0,0.0,1.0,0.0,3
32,616,368,184,,,,,0.0,1.0,0.0,0.0,3
32,624,368,176,,,,,0.0,1.0,0.0,0.0,3
32,632,368,168,,,,,0.0,1.0,0.0,0.0,3
32,640,368,160,,,,,0.0,1.0,0.0,0.0,3
32,648,368,152,,,,,0.0,1.0,0.0,0.0,3
32,656,368,144,,,,,0.0,1.0,0.0,0.0,3
32,664,368,136,,,,,0.0,1.0,0.0,0.0,3
32,672,368,128,,,,,0.0,1.0,0.0,0.0,3
32,680,368,120,,,,,0.0,1.0,0.0,0.0,3
32,688,368,112,,,,,0.0,1.0,0.0,0.0,3
32,696,368,104,,,,,0.0,1.0,0.0,0.0,3
32,704,368,96,,,,,0.0,1.0,0.0,0.0,3
32,712,368,88,,,,,0.0,1.0,0.0,0.0,3
32,720,368,80,,,,,0.0,1.0,0.0,0.0,3
32,728,368,72,,,,,0.0,1.0,0.0,0.0,3
32,736,368,64,,,,,0.0,1.0,0.0,0.0,3
32,744,368,56,,,,,0.0,1.0,0.0,0.0,2
40,744,360,56,,,,,1.0,0.0,0.0,0.0,2
48,744,352,56,,,,,1.0,0.0,0.0,0.0,2
56,744,344,56,,,,,1.0,0.0,0.0,0.0,2
64,744,336,56,,,,,1.0,0.0,0.0,0.0,2
72,744,328,56,,,,,1.0,0.0,0.0,0.0,2
80,744,320,56,,,,,1.0,0.0,0.0,0.0,2
88,744,312,56,,,,,1.0,0.0,0.0,0.0,2
96,744,304,56,,,,,1.0,0.0,0.0,0.0,2
104,744,296,56,,,,,1.0,0.0,0.0,0.0,2
112,744,288,56,,,,,1.0,0.0,0.0,0.0,2
120,744,280,56,,,,,1.0,0.0,0.0,0.0,2
128,744,272,56,,,,,1.0,0.0,0.0,0.0,2
136,744,264,56,,,,,1.0,0.0,0.0,0.0,2
144,744,256,56,,,,,1.0,0.0,0.0,0.0,2
152,744,248,56,,,,,1.0,0.0,0.0,0.0,2
160,744,240,56,,,,,1.0,0.0,0.0,0.0,2
168,744,232,56,,,,,1.0,0.0,0.0,0.0,2
176,744,224,56,,,,,1.0,0.0,0.0,0.0,2
184,744,216,56,,,,,1.0,0.0,0.0,0.0,2
192,744,208,56,,,,,1.0,0.0,0.0,0.0,2
200,744,200,56,,,,,1.0,0.0,0.0,0.0,2
208,744,192,56,,,,,1.0,0.0,0.0,0.0,2
216,744,184,56,,,,,1.0,0.0,0.0,0.0,2
224,744,176,56,,,,,1.0,0.0,0.0,0.0,2
232,744,168,56,,,,,1.0,0.0,0.0,0.0,2
240,744,160,56,,,,,1.0,0.0,0.0,0.0,2
248,744,152,56,,,,,1.0,0.0,0.0,0.0,2
256,744,144,56,,,,,1.0,0.0,0.0,0.0,2
264,744,136,56,,,,,1.0,0.0,0.0,0.0,2
272,744,128,56,,,,,1.0,0.0,0.0,0.0,2
280,744,120,56,,,,,1.0,0.0,0.0,0.0,2
288,744,112,56,,,,,1.0,0.0,0.0,0.0,2
296,744,104,56,,,,,1.0,0.0,0.0,0.0,2
304,744,96,56,,,,,1.0,0.0,0.0,0.0,2
312,744,88,56,,,,,1.0,0.0,0.0,0.0,2
320,744,80,56,,,,,1.0,0.0,0.0,0.0,2
328,744,72,56,,,,,1.0,0.0,0.0,0.0,2
336,744,64,56,,,,,1.0,0.0,0.0,0.0,2
344,744,56,56,,,,,1.0,0.0,0.0,0.0,2
352,744,48,56,,,,,1.0,0.0,0.0,0.0,2
360,744,40,56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
360,736,40,64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,728,40,72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,720,40,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,712,40,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,704,40,96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,696,40,104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,688,40,112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,680,40,120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,672,40,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,664,40,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,656,40,144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,648,40,152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,640,40,160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,632,40,168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,624,40,176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,616,40,184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,608,40,192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,600,40,200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
360,592,40,208,,,,,0.0,0.0,0.0,1.0,0
352,592,48,208,,,,,0.0,0.0,1.0,0.0,0
344,592,56,208,,,,,0.0,0.0,1.0,0.0,0
336,592,64,208,,,,,0.0,0.0,1.0,0.0,0
328,592,72,208,,,,,0.0,0.0,1.0,0.0,0
320,592,80,208,,,,,0.0,0.0,1.0,0.0,0
312,592,88,208,,,,,0.0,0.0,1.0,0.0,0
304,592,96,208,,,,,0.0,0.0,1.0,0.0,0
296,592,104,208,,,,,0.0,0.0,1.0,0.0,0
288,592,112,208,,,,,0.0,0.0,1.0,0.0,0
280,592,120,208,,,,,0.0,0.0,1.0,0.0,0
272,592,128,208,,,,,0.0,0.0,1.0,0.0,0
264,592,136,208,,,,,0.0,0.0,1.0,0.0,0
256,592,144,208,,,,,0.0,0.0,1.0,0.0,0
248,592,152,208,,,,,0.0,0.0,1.0,0.0,0
240,592,160,208,,,,,0.0,0.0,1.0,0.0,0
232,592,168,208,,,,,0.0,0.0,1.0,0.0,0
224,592,176,208,,,,,0.0,0.0,1.0,0.0,0
216,592,184,208,,,,,0.0,0.0,1.0,0.0,0
208,592,192,208,,,,,0.0,0.0,1.0,0.0,0
200,592,200,208,,,,,0.0,0.0,1.0,0.0,0
192,592,208,208,,,,,0.0,0.0,1.0,0.0,0
184,592,216,208,,,,,0.0,0.0,1.0,0.0,0
176,592,224,208,,,,,0.0,0.0,1.0,0.0,0
168,592,232,208,,,,,0.0,0.0,1.0,0.0,0
160,592,240,208,,,,,0.0,0.0,1.0,0.0,0
152,592,248,208,,,,,0.0,0.0,1.0,0.0,0
144,592,256,208,,,,,0.0,0.0,1.0,0.0,0
136,592,264,208,,,,,0.0,0.0,1.0,0.0,0
128,592,272,208,,,,,0.0,0.0,1.0,0.0,0
120,592,280,208,,,,,0.0,0.0,1.0,0.0,0
112,592,288,208,,,,,0.0,0.0,1.0,0.0,0
104,592,296,208,,,,,0.0,0.0,1.0,0.0,0
96,592,304,208,,,,,0.0,0.0,1.0,0.0,0
88,592,312,208,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
88,584,312,216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,576,312,224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,568,312,232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,560,312,240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,552,312,248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,544,312,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,536,312,264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,528,312,272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,520,312,280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,512,312,288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,504,312,296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,496,312,304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,488,312,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,480,312,320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,472,312,328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,464,312,336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,456,312,344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,448,312,352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,440,312,360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,432,312,368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,424,312,376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,416,312,384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,408,312,392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,400,312,400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,392,312,408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,384,312,416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,376,312,424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,368,312,432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,360,312,440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,352,312,448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,344,312,456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,336,312,464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,328,312,472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,320,312,480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,312,312,488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,304,312,496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,296,312,504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,288,312,512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,280,312,520,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,272,312,528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,264,312,536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,256,312,544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,248,312,552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,240,312,560,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,232,312,568,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,224,312,576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,216,312,584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,208,312,592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,200,312,600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,192,312,608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,184,312,616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,176,312,624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,168,312,632,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,160,312,640,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,152,312,648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,144,312,656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,136,312,664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,128,312,672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,120,312,680,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,112,312,688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,104,312,696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,96,312,704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,88,312,712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,80,312,720,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,72,312,728,,,,,0.0,0.0,0.0,1.0,2
96,72,304,728,,,,,1.0,0.0,0.0,0.0,2
104,72,296,728,,,,,1.0,0.0,0.0,0.0,2
112,72,288,728,,,,,1.0,0.0,0.0,0.0,2
120,72,280,728,,,,,1.0,0.0,0.0,0.0,2
128,72,272,728,,,,,1.0,0.0,0.0,0.0,2
136,72,264,728,,,,,1.0,0.0,0.0,0.0,3
136,80,264,720,,,,,0.0,1.0,0.0,0.0,3
136,88,264,712,,,,,0.0,1.0,0.0,0.0,3
136,96,264,704,,,,,0.0,1.0,0.0,0.0,3
136,104,264,696,,,,,0.0,1.0,0.0,0.0,3
136,112,264,688,,,,,0.0,1.0,0.0,0.0,3
136,120,264,680,,,,,0.0,1.0,0.0,0.0,3
136,128,264,672,,,,,0.0,1.0,0.0,0.0,3
136,136,264,664,,,,,0.0,1.0,0.0,0.0,3
136,144,264,656,,,,,0.0,1.0,0.0,0.0,3
136,152,264,648,,,,,0.0,1.0,0.0,0.0,3
136,160,264,640,,,,,0.0,1.0,0.0,0.0,3
136,168,264,632,,,,,0.0,1.0,0.0,0.0,2
144,168,256,632,,,,,1.0,0.0,0.0,0.0,2
152,168,248,632,,,,,1.0,0.0,0.0,0.0,2
160,168,240,632,,,,,1.0,0.0,0.0,0.0,2
168,168,232,632,,,,,1.0,0.0,0.0,0.0,2
176,168,224,632,,,,,1.0,0.0,0.0,0.0,2
184,168,216,632,,,,,1.0,0.0,0.0,0.0,2
192,168,208,632,,,,,1.0,0.0,0.0,0.0,2
200,168,200,632,,,,,1.0,0.0,0.0,0.0,2
